,Frequency,Frequency,Frequency,Frequency,Frequency
8987,True,True,True,True,True
8988,True,True,True,True,True
8989,True,True,True,True,True
8990,True,True,True,True,True
8991,True,True,True,True,True
8992,True,True,True,True,True
8993,True,True,True,True,True
8994,True,True,True,True,True
8995,True,True,True,True,True
8996,True,True,True,True,True
8997,True,True,True,True,True
8998,True,True,True,True,True
8999,True,True,True,True,True
9000,True,True,True,True,True
9001,True,True,True,True,True
9002,True,True,True,True,True
9003,True,True,True,True,True
9004,True,True,True,True,True
9005,True,True,True,True,True
9006,True,True,True,True,True
9007,True,True,True,True,True
9008,True,True,True,True,True
9009,True,True,True,True,True
9010,True,True,True,True,True
9011,True,True,True,True,True
9012,True,True,True,True,True
9013,True,True,True,True,True
9014,True,True,True,True,True
9015,True,True,True,True,True
9016,True,True,True,True,True
9017,True,True,True,True,True
9018,True,True,True,True,True
9019,True,True,True,True,True
9020,True,True,True,True,True
9021,True,True,True,True,True
9022,True,True,True,True,True
9023,True,True,True,True,True
9024,True,True,True,True,True
9025,True,True,True,True,True
9026,True,True,True,True,True
9027,True,True,True,True,True
9028,True,True,True,True,True
9029,True,True,True,True,True
9030,True,True,True,True,True
9031,True,True,True,True,True
9032,True,True,True,True,True
9033,True,True,True,True,True
9034,True,True,True,True,True
9035,True,True,True,True,True
9036,True,True,True,True,True
9037,True,True,True,True,True
9038,True,True,True,True,True
9039,True,True,True,True,True
9040,True,True,True,True,True
9041,True,True,True,True,True
9042,True,True,True,True,True
9043,True,True,True,True,True
9044,True,True,True,True,True
9045,True,True,True,True,True
9046,True,True,True,True,True
9047,True,True,True,True,True
9048,True,True,True,True,True
9049,True,True,True,True,True
9050,True,True,True,True,True
9051,True,True,True,True,True
9052,True,True,True,True,True
9053,True,True,True,True,True
9054,True,True,True,True,True
9055,True,True,True,True,True
9056,True,True,True,True,True
9057,True,True,True,True,True
9058,True,True,True,True,True
9059,True,True,True,True,True
9060,True,True,True,True,True
9061,True,True,True,True,True
9062,True,True,True,True,True
9063,True,True,True,True,True
9064,True,True,True,True,True
9065,True,True,True,True,True
9066,True,True,True,True,True
9067,True,True,True,True,True
9068,True,True,True,True,True
9069,True,True,True,True,True
9070,True,True,True,True,True
9071,True,True,True,True,True
9072,True,True,True,True,True
9073,True,True,True,True,True
9074,True,True,True,True,True
9075,True,True,True,True,True
9076,True,True,True,True,True
9077,True,True,True,True,True
9078,True,True,True,True,True
9079,True,True,True,True,True
9080,True,True,True,True,True
9081,True,True,True,True,True
9082,True,True,True,True,True
9083,True,True,True,True,True
9084,True,True,True,True,True
9085,True,True,True,True,True
9086,True,True,True,True,True
9087,True,True,True,True,True
9088,True,True,True,True,True
9089,True,True,True,True,True
9090,True,True,True,True,True
9091,True,True,True,True,True
9092,True,True,True,True,True
9093,True,True,True,True,True
9094,True,True,True,True,True
9095,True,True,True,True,True
9096,True,True,True,True,True
9097,True,True,True,True,True
9098,True,True,True,True,True
9099,True,True,True,True,True
9100,True,True,True,True,True
9101,True,True,True,True,True
9102,True,True,True,True,True
9103,True,True,True,True,True
9104,True,True,True,True,True
9105,True,True,True,True,True
9106,True,True,True,True,True
9107,True,True,True,True,True
9108,True,True,True,True,True
9109,True,True,True,True,True
9110,True,True,True,True,True
9111,True,True,True,True,True
9112,True,True,True,True,True
9113,True,True,True,True,True
9114,True,True,True,True,True
9115,True,True,True,True,True
9116,True,True,True,True,True
9117,True,True,True,True,True
9118,True,True,True,True,True
9119,True,True,True,True,True
9120,True,True,True,True,True
9121,True,True,True,True,True
9122,True,True,True,True,True
9123,True,True,True,True,True
9124,True,True,True,True,True
9125,True,True,True,True,True
9126,True,True,True,True,True
9127,True,True,True,True,True
9128,True,True,True,True,True
9129,True,True,True,True,True
9130,True,True,True,True,True
9131,True,True,True,True,True
9132,True,True,True,True,True
9133,True,True,True,True,True
9134,True,True,True,True,True
9135,True,True,True,True,True
9136,True,True,True,True,True
9137,True,True,True,True,True
9138,True,True,True,True,True
9139,True,True,True,True,True
9140,True,True,True,True,True
9141,True,True,True,True,True
9142,True,True,True,True,True
9143,True,True,True,True,True
9144,True,True,True,True,True
9145,True,True,True,True,True
9146,True,True,True,True,True
9147,True,True,True,True,True
9148,True,True,True,True,True
9149,True,True,True,True,True
9150,True,True,True,True,True
9151,True,True,True,True,True
9152,True,True,True,True,True
9153,True,True,True,True,True
9154,True,True,True,True,True
9155,True,True,True,True,True
9156,True,True,True,True,True
9157,True,True,True,True,True
9158,True,True,True,True,True
9159,True,True,True,True,True
9160,True,True,True,True,True
9161,True,True,True,True,True
9162,True,True,True,True,True
9163,True,True,True,True,True
9164,True,True,True,True,True
9165,True,True,True,True,True
9166,True,True,True,True,True
9167,True,True,True,True,True
9168,True,True,True,True,True
9169,True,True,True,True,True
9170,True,True,True,True,True
9171,True,True,True,True,True
9172,True,True,True,True,True
9173,True,True,True,True,True
9174,True,True,True,True,True
9175,True,True,True,True,True
9176,True,True,True,True,True
9177,True,True,True,True,True
9178,True,True,True,True,True
9179,True,True,True,True,True
9180,True,True,True,True,True
9181,True,True,True,True,True
9182,True,True,True,True,True
9183,True,True,True,True,True
9184,True,True,True,True,True
9185,True,True,True,True,True
9186,True,True,True,True,True
9187,True,True,True,True,True
9188,True,True,True,True,True
9189,True,True,True,True,True
9190,True,True,True,True,True
9191,True,True,True,True,True
9192,True,True,True,True,True
9193,True,True,True,True,True
9194,True,True,True,True,True
9195,True,True,True,True,True
9196,True,True,True,True,True
9197,True,True,True,True,True
9198,True,True,True,True,True
9199,True,True,True,True,True
9200,True,True,True,True,True
9201,True,True,True,True,True
9202,True,True,True,True,True
9203,True,True,True,True,True
9204,True,True,True,True,True
9205,True,True,True,True,True
9206,True,True,True,True,True
9207,True,True,True,True,True
9208,True,True,True,True,True
9209,True,True,True,True,True
9210,True,True,True,True,True
9211,True,True,True,True,True
9212,True,True,True,True,True
9213,True,True,True,True,True
9214,True,True,True,True,True
9215,True,True,True,True,True
9216,True,True,True,True,True
9217,True,True,True,True,True
9218,True,True,True,True,True
9219,True,True,True,True,True
9220,True,True,True,True,True
9221,True,True,True,True,True
9222,True,True,True,True,True
9223,True,True,True,True,True
9224,True,True,True,True,True
9225,True,True,True,True,True
9226,True,True,True,True,True
9227,True,True,True,True,True
9228,True,True,True,True,True
9229,True,True,True,True,True
9230,True,True,True,True,True
9231,True,True,True,True,True
9232,True,True,True,True,True
9233,True,True,True,True,True
9234,True,True,True,True,True
9235,True,True,True,True,True
9236,True,True,True,True,True
9237,True,True,True,True,True
9238,True,True,True,True,True
9239,True,True,True,True,True
9240,True,True,True,True,True
9241,True,True,True,True,True
9242,True,True,True,True,True
9243,True,True,True,True,True
9244,True,True,True,True,True
9245,True,True,True,True,True
9246,True,True,True,True,True
9247,True,True,True,True,True
9248,True,True,True,True,True
9249,True,True,True,True,True
9250,True,True,True,True,True
9251,True,True,True,True,True
9252,True,True,True,True,True
9253,True,True,True,True,True
9254,True,True,True,True,True
9255,True,True,True,True,True
9256,True,True,True,True,True
9257,True,True,True,True,True
9258,True,True,True,True,True
9259,True,True,True,True,True
9260,True,True,True,True,True
9261,True,True,True,True,True
9262,True,True,True,True,True
9263,True,True,True,True,True
9264,True,True,True,True,True
9265,True,True,True,True,True
9266,True,True,True,True,True
9267,True,True,True,True,True
9268,True,True,True,True,True
9269,True,True,True,True,True
9270,True,True,True,True,True
9271,True,True,True,True,True
9272,True,True,True,True,True
9273,True,True,True,True,True
9274,True,True,True,True,True
9275,True,True,True,True,True
9276,True,True,True,True,True
9277,True,True,True,True,True
9278,True,True,True,True,True
9279,True,True,True,True,True
9280,True,True,True,True,True
9281,True,True,True,True,True
9282,True,True,True,True,True
9283,True,True,True,True,True
9284,True,True,True,True,True
9285,True,True,True,True,True
9286,True,True,True,True,True
9287,True,True,True,True,True
9288,True,True,True,True,True
9289,True,True,True,True,True
9290,True,True,True,True,True
9291,True,True,True,True,True
9292,True,True,True,True,True
9293,True,True,True,True,True
9294,True,True,True,True,True
9295,True,True,True,True,True
9296,True,True,True,True,True
9297,True,True,True,True,True
9298,True,True,True,True,True
9299,True,True,True,True,True
9300,True,True,True,True,True
9301,True,True,True,True,True
9302,True,True,True,True,True
9303,True,True,True,True,True
9304,True,True,True,True,True
9305,True,True,True,True,True
9306,True,True,True,True,True
9307,True,True,True,True,True
9308,True,True,True,True,True
9309,True,True,True,True,True
9310,True,True,True,True,True
9311,True,True,True,True,True
9312,True,True,True,True,True
9313,True,True,True,True,True
9314,True,True,True,True,True
9315,True,True,True,True,True
9316,True,True,True,True,True
9317,True,True,True,True,True
9318,True,True,True,True,True
9319,True,True,True,True,True
9320,True,True,True,True,True
9321,True,True,True,True,True
9322,True,True,True,True,True
9323,True,True,True,True,True
9324,True,True,True,True,True
9325,True,True,True,True,True
9326,True,True,True,True,True
9327,True,True,True,True,True
9328,True,True,True,True,True
9329,True,True,True,True,True
9330,True,True,True,True,True
9331,True,True,True,True,True
9332,True,True,True,True,True
9333,True,True,True,True,True
9334,True,True,True,True,True
9335,True,True,True,True,True
9336,True,True,True,True,True
9337,True,True,True,True,True
9338,True,True,True,True,True
9339,True,True,True,True,True
9340,True,True,True,True,True
9341,True,True,True,True,True
9342,True,True,True,True,True
9343,True,True,True,True,True
9344,True,True,True,True,True
9345,True,True,True,True,True
9346,True,True,True,True,True
9347,True,True,True,True,True
9348,True,True,True,True,True
9349,True,True,True,True,True
9350,True,True,True,True,True
9351,True,True,True,True,True
9352,True,True,True,True,True
9353,True,True,True,True,True
9354,True,True,True,True,True
9355,True,True,True,True,True
9356,True,True,True,True,True
9357,True,True,True,True,True
9358,True,True,True,True,True
9359,True,True,True,True,True
9360,True,True,True,True,True
9361,True,True,True,True,True
9362,True,True,True,True,True
9363,True,True,True,True,True
9364,True,True,True,True,True
9365,True,True,True,True,True
9366,True,True,True,True,True
9367,True,True,True,True,True
9368,True,True,True,True,True
9369,True,True,True,True,True
9370,True,True,True,True,True
9371,True,True,True,True,True
9372,True,True,True,True,True
9373,True,True,True,True,True
9374,True,True,True,True,True
9375,True,True,True,True,True
9376,True,True,True,True,True
9377,True,True,True,True,True
9378,True,True,True,True,True
9379,True,True,True,True,True
9380,True,True,True,True,True
9381,True,True,True,True,True
9382,True,True,True,True,True
9383,True,True,True,True,True
9384,True,True,True,True,True
9385,True,True,True,True,True
9386,True,True,True,True,True
9387,True,True,True,True,True
9388,True,True,True,True,True
9389,True,True,True,True,True
9390,True,True,True,True,True
9391,True,True,True,True,True
9392,True,True,True,True,True
9393,True,True,True,True,True
9394,True,True,True,True,True
9395,True,True,True,True,True
9396,True,True,True,True,True
9397,True,True,True,True,True
9398,True,True,True,True,True
9399,True,True,True,True,True
9400,True,True,True,True,True
9401,True,True,True,True,True
9402,True,True,True,True,True
9403,True,True,True,True,True
9404,True,True,True,True,True
9405,True,True,True,True,True
9406,True,True,True,True,True
9407,True,True,True,True,True
9408,True,True,True,True,True
9409,True,True,True,True,True
9410,True,True,True,True,True
9411,True,True,True,True,True
9412,True,True,True,True,True
